gene_a,gene_b,score
SRC,GSN,0.836
SRC,BRAF,0.842
SRC,BCL2,0.86
SRC,CXCR4,0.864
SRC,HIF1A,0.872
SRC,HCK,0.876
SRC,TNFSF11,0.876
SRC,LCK,0.876
SRC,TNF,0.904
SRC,JAK2,0.917
SRC,IKBKB,0.918
SRC,RUNX3,0.933
SRC,TRPV1,0.934
SRC,ITK,0.939
SRC,PECAM1,0.948
SRC,YAP1,0.951
SRC,RAF1,0.954
SRC,ITGA4,0.954
SRC,FGFR2,0.958
SRC,SOS1,0.962
SRC,PIK3CG,0.966
SRC,PIK3CD,0.967
SRC,PIK3CB,0.967
SRC,YES1,0.973
SRC,PLCG2,0.975
SRC,AR,0.985
SRC,ITGB1,0.986
SRC,LYN,0.989
SRC,HRAS,0.994
SRC,AKT1,0.995
SRC,IGF1R,0.996
SRC,PTPN11,0.998
SRC,ITGB3,0.998
SRC,PIK3R1,0.998
SRC,ESR1,0.999
SRC,SYK,0.999
SRC,CTNNB1,0.999
TET1,TET2,0.86
TET1,HDAC2,0.862
GSN,SNCA,0.711
GSN,PIP4K2A,0.91
TRAF1,PADI4,0.754
TRAF1,IKBKB,0.783
TRAF1,TNF,0.948
TRAF1,TNFAIP3,0.979
DES,DSP,0.726
DES,FHOD3,0.761
DES,TTN,0.89
TNFSF15,LACC1,0.728
TNFSF15,CCDC122,0.779
MED12,CTNNB1,0.854
CD52,PTPRC,0.72
LDLRAP1,LDLR,0.993
BAK1,BCL2L11,0.998
BAK1,BCL2,0.999
BMPR2,ALK,0.764
BMPR2,BMPR1B,0.999
BMPR2,ACVR1,0.999
HTR1D,MAOB,0.779
KLF4,KDM6A,0.724
KLF4,YAP1,0.743
KLF4,AKT1,0.784
KLF4,TET2,0.795
KLF4,FOXP1,0.86
KLF4,FOXO1,0.861
KLF4,PBX1,0.862
KLF4,MYC,0.945
KLF4,HDAC2,0.949
KLF4,CTNNB1,0.991
AR,MYC,0.7
AR,SRY,0.703
AR,PRKCB,0.731
AR,KDM6A,0.765
AR,ETS1,0.781
AR,CYP19A1,0.787
AR,IGF1R,0.808
AR,SRD5A2,0.821
AR,YAP1,0.847
AR,HIF1A,0.871
AR,ERG,0.893
AR,AKT1,0.895
AR,BRCA1,0.908
AR,FOXO1,0.921
AR,NCOR2,0.971
AR,ESR1,0.981
AR,CTNNB1,0.996
ABCA1,NR1H4,0.754
ABCA1,PPARA,0.877
ABCA1,RXRA,0.916
CDA,SLC29A1,0.714
CDA,TYMP,0.997
JCAD,LATS2,0.729
PADI4,ELANE,0.877
F10,F11,0.756
F10,FURIN,0.815
F10,F7,0.988
F7,F11,0.736
F7,VKORC1,0.791
F7,FURIN,0.797
SYK,ITK,0.726
SYK,SOS1,0.751
SYK,PTPRC,0.772
SYK,IL2RA,0.772
SYK,TNF,0.782
SYK,MALT1,0.79
SYK,TYK2,0.834
SYK,JAK2,0.851
SYK,ITGB3,0.868
SYK,PIK3CG,0.882
SYK,HRAS,0.932
SYK,HCK,0.934
SYK,PIK3CB,0.938
SYK,CD8A,0.96
SYK,PTPN11,0.963
SYK,PIK3CD,0.976
SYK,PIK3R1,0.98
SYK,LCK,0.987
SYK,CD3G,0.989
SYK,CD79B,0.997
SYK,LYN,0.999
SYK,BTK,0.999
SYK,PLCG2,0.999
COL4A1,ITGA4,0.75
COL4A1,SERPINH1,0.818
COL4A1,ITGB3,0.849
COL4A1,ITGB1,0.867
HCK,PTPN11,0.712
HCK,BTK,0.759
HCK,PIK3CD,0.77
HCK,PLCG2,0.801
HCK,TYK2,0.823
HCK,JAK2,0.842
HCK,PIK3R1,0.857
HCK,LCK,0.873
HCK,PIK3CB,0.885
HCK,SOS1,0.904
HCK,PIK3CG,0.937
HCK,ITK,0.946
HCK,PTPRC,0.965
HCK,LYN,0.986
TNFSF13B,IL10,0.708
TNFSF13B,PTPRC,0.718
TNFSF13B,IL6,0.74
TNFSF13B,CD8A,0.776
TNFSF13B,BTK,0.778
TNFSF13B,TNFSF11,0.88
TNFSF13B,TNF,0.894
CACNA1F,PDE6B,0.704
CACNA1F,FKBP1A,0.725
CACNA1F,CALM1,0.832
CACNA1F,HTR2A,0.9
CACNA1F,PRKCB,0.902
PIP4K2A,PLCG2,0.722
PIP4K2A,PIK3R1,0.921
PIP4K2A,PIK3CD,0.924
PIP4K2A,PIK3CB,0.928
PIP4K2A,PIK3CG,0.93
HDAC6,AKT1,0.712
HDAC6,CTNNB1,0.734
HDAC6,HDAC2,0.741
HDAC6,HIF1A,0.752
HDAC6,SNCA,0.754
HDAC6,CDKN1A,0.775
HDAC6,NCOR2,0.779
HDAC6,CYLD,0.848
HDAC6,TUBA1A,0.953
HLA-G,CD274,0.737
HLA-G,CD8A,0.998
PIK3CD,FGFR2,0.727
PIK3CD,TYK2,0.76
PIK3CD,CD79B,0.836
PIK3CD,THRB,0.9
PIK3CD,ITGB1,0.915
PIK3CD,NTRK1,0.922
PIK3CD,FGFR1,0.924
PIK3CD,ALK,0.927
PIK3CD,PTPN11,0.931
PIK3CD,RAF1,0.932
PIK3CD,JAK3,0.937
PIK3CD,JAK2,0.938
PIK3CD,JAK1,0.945
PIK3CD,ITK,0.948
PIK3CD,IGF1R,0.95
PIK3CD,LYN,0.956
PIK3CD,HRAS,0.971
PIK3CD,PLCG2,0.974
PIK3CD,AKT1,0.976
PIK3CD,BTK,0.978
PIK3CD,PIK3CG,0.994
PIK3CD,PIK3CB,0.998
PIK3CD,PIK3R1,0.999
SLC22A12,XDH,0.726
KDM6A,GATA4,0.821
KDM6A,KMT2A,0.869
KDM6A,SETD2,0.89
MAOB,SLC18A2,0.792
MAOB,TH,0.792
MAOB,SNCA,0.815
MAOB,CYP3A4,0.953
MAOB,AOC1,0.971
MAOB,DDC,0.987
BCOR,BRCA2,0.729
BCOR,BRCA1,0.904
BCOR,MLLT3,0.994
NUP160,XPO1,0.708
RAD50,RAD51D,0.721
RAD50,RAD51B,0.729
RAD50,POLD1,0.741
RAD50,BRCA2,0.759
RAD50,CHEK2,0.785
RAD50,BRCA1,0.999
WT1,ESR1,0.736
WT1,TET2,0.868
WT1,EWSR1,0.888
WT1,GATA4,0.935
WT1,SRY,0.938
CD83,CD8A,0.726
CD83,IL6,0.742
CD83,IL10,0.823
CD83,TNF,0.923
GATA3,HIF1A,0.714
GATA3,CBFB,0.726
GATA3,PBX1,0.734
GATA3,CD8A,0.745
GATA3,CTLA4,0.745
GATA3,IL4R,0.755
GATA3,IL10,0.759
GATA3,BRCA1,0.77
GATA3,IL17A,0.793
GATA3,EOMES,0.836
GATA3,HDAC2,0.844
GATA3,IRF4,0.853
GATA3,ETS1,0.907
GATA3,ESR1,0.982
XDH,SUOX,0.726
ADRA1D,AGTR1,0.77
ADRA1D,TBXA2R,0.792
ADRA1D,ADRA1A,0.909
FOXO1,BCL2,0.7
FOXO1,TNF,0.721
FOXO1,IL6,0.736
FOXO1,MYC,0.774
FOXO1,IGF1R,0.783
FOXO1,CDKN1A,0.818
FOXO1,PIK3CB,0.823
FOXO1,HIF1A,0.859
FOXO1,BCL2L11,0.874
FOXO1,CSNK1E,0.912
FOXO1,ESR1,0.919
FOXO1,IKBKB,0.944
FOXO1,ETS1,0.978
FOXO1,CTNNB1,0.985
FOXO1,AKT1,0.999
DSP,CTNNB1,0.861
DSP,JUP,0.999
IL2RA,IL5RA,0.718
IL2RA,CSF2RB,0.729
IL2RA,IL19,0.73
IL2RA,IFNA17,0.744
IL2RA,TIGIT,0.747
IL2RA,IL4R,0.751
IL2RA,IL1R1,0.76
IL2RA,IL21,0.784
IL2RA,TYK2,0.792
IL2RA,CBFB,0.792
IL2RA,IFNA2,0.793
IL2RA,LCK,0.8
IL2RA,IL17A,0.805
IL2RA,CTLA4,0.871
IL2RA,TNF,0.876
IL2RA,JAK2,0.879
IL2RA,CD8A,0.943
IL2RA,IL6,0.953
IL2RA,IL10,0.972
IL2RA,JAK1,0.978
IL2RA,JAK3,0.996
TEK,IL6,0.726
TEK,PIK3R1,0.735
TEK,CXCL12,0.825
TEK,PECAM1,0.842
TEK,PTPN11,0.884
TEK,PGF,0.914
BRCA2,BRAF,0.721
BRCA2,ESR1,0.723
BRCA2,MUTYH,0.728
BRCA2,MYC,0.759
BRCA2,KEAP1,0.773
BRCA2,CDKN2A,0.806
BRCA2,POLD1,0.896
BRCA2,RAD51B,0.961
BRCA2,RAD51D,0.983
BRCA2,CHEK2,0.985
BRCA2,BRCA1,0.999
IFNA2,IL5RA,0.715
IFNA2,IL4R,0.716
IFNA2,JAK3,0.728
IFNA2,IFIH1,0.731
IFNA2,CD8A,0.759
IFNA2,JAK2,0.828
IFNA2,TNF,0.842
IFNA2,TLR7,0.868
IFNA2,IL10,0.89
IFNA2,TYK2,0.892
IFNA2,IL6,0.903
IFNA2,JAK1,0.937
MLLT3,PBX1,0.73
MLLT3,H3C2,0.913
MLLT3,AFF3,0.964
MLLT3,KMT2A,0.982
MLLT3,AFF1,0.999
TUBB2A,TUBA3C,0.713
TUBB2A,TUBA1C,0.99
TUBB2A,TUBA1A,0.999
ADRA1A,CXCR4,0.795
HADHA,ETFDH,0.752
HADHA,ETFA,0.819
HADHA,ACADVL,0.995
TLR7,IRF5,0.722
TLR7,CD274,0.752
TLR7,IL1R1,0.762
TLR7,BTK,0.772
TLR7,IFNA17,0.781
TLR7,IL10,0.782
TLR7,CD8A,0.782
TLR7,PTPRC,0.821
TLR7,IFIH1,0.855
TLR7,TNF,0.88
TLR7,IL6,0.888
PDE4A,ADCY7,0.82
PDE4A,ADCY3,0.822
PSIP1,KMT2A,0.988
IRF4,PTPRC,0.707
IRF4,RUNX3,0.752
IRF4,IL10,0.755
IRF4,MYC,0.768
TH,PAH,0.826
TH,DHFR,0.916
TH,SLC18A2,0.966
TH,DDC,0.995
TH,SNCA,0.997
CRLF2,IL6,0.764
CRLF2,IL10,0.782
CRLF2,TYK2,0.783
CRLF2,JAK3,0.839
CRLF2,JAK1,0.917
CRLF2,JAK2,0.981
CD274,IL17A,0.704
CD274,LCK,0.715
CD274,AKT1,0.72
CD274,PTPRC,0.752
CD274,CXCR4,0.752
CD274,CXCL12,0.757
CD274,FAS,0.762
CD274,CD3G,0.785
CD274,BRAF,0.799
CD274,IL6,0.799
CD274,TNF,0.807
CD274,ALK,0.818
CD274,IL10,0.877
CD274,LGALS9,0.896
CD274,CD8A,0.939
CD274,PTPN11,0.95
CD274,TIGIT,0.973
CD274,CTLA4,0.999
JAK2,PIK3CG,0.714
JAK2,AGTR1,0.719
JAK2,BCL2,0.72
JAK2,IL11RA,0.723
JAK2,PTPRC,0.728
JAK2,AKT1,0.732
JAK2,HRAS,0.781
JAK2,HIF1A,0.784
JAK2,TNF,0.801
JAK2,RAF1,0.803
JAK2,ETV6,0.811
JAK2,IFNA17,0.821
JAK2,IL10,0.838
JAK2,IL5RA,0.848
JAK2,CXCR4,0.874
JAK2,TET2,0.917
JAK2,FGFR2,0.921
JAK2,PLCG2,0.928
JAK2,LYN,0.931
JAK2,PIK3CB,0.935
JAK2,ALK,0.936
JAK2,JAK3,0.975
JAK2,IL4R,0.977
JAK2,IGF1R,0.981
JAK2,PIK3R1,0.987
JAK2,CSF2RB,0.992
JAK2,IL6,0.995
JAK2,TYK2,0.997
JAK2,PTPN11,0.998
JAK2,IFNGR2,0.999
JAK2,GHR,0.999
JAK2,JAK1,0.999
GART,ACLY,0.711
GART,CPS1,0.785
GART,DHFR,0.989
IFNGR2,TYK2,0.803
IFNGR2,JAK1,0.998
CHEK2,MUTYH,0.739
CHEK2,POLD1,0.753
CHEK2,CDKN2A,0.758
CHEK2,CDKN1A,0.761
CHEK2,RAD51B,0.785
CHEK2,RAD51D,0.89
CHEK2,BRCA1,0.999
LATS2,CDKN1A,0.753
LATS2,WWTR1,0.989
LATS2,YAP1,0.999
SRY,GATA4,0.759
SRY,CTNNB1,0.791
DRD3,DRD1,0.801
ADAMTS7,FURIN,0.749
ALK,PTPN11,0.79
ALK,MYC,0.896
ALK,TPM3,0.905
ALK,PLCG2,0.915
ALK,PIK3CB,0.935
ALK,JAK1,0.944
ALK,JAK3,0.95
ALK,HRAS,0.966
ALK,PIK3R1,0.973
LRP1B,MUC16,0.774
ATG16L1,CLTCL1,0.841
ATG16L1,IRGM,0.97
ETS1,CDKN2A,0.786
ETS1,CBFB,0.825
CD79B,PIK3R1,0.718
CD79B,PTPRC,0.729
CD79B,PLCG2,0.825
CD79B,MS4A1,0.879
CD79B,BTK,0.965
CD79B,LYN,0.997
BCL2L11,RUNX3,0.712
BCL2L11,CDKN1A,0.726
BCL2L11,BRAF,0.783
BCL2L11,AKT1,0.833
BCL2L11,BCL2,0.999
KEAP1,AKT1,0.724
KEAP1,BRCA1,0.757
KEAP1,LZTR1,0.909
KEAP1,BCL2,0.92
KEAP1,IKBKB,0.997
KEAP1,NFE2L2,0.999
JUP,TCF7L2,0.972
JUP,CTNNB1,0.978
PROS1,FURIN,0.777
PROS1,VKORC1,0.864
FAT4,CTNNB1,0.784
LIPF,AGK,0.906
LIPF,LPL,0.971
PDE8A,ADCY3,0.722
PDE8A,ADCY7,0.728
PPP3CA,PLCG2,0.912
PPP3CA,FKBP1A,0.937
PPP3CA,PPIA,0.985
PPP3CA,CALM1,0.986
AFF1,ETV6,0.715
AFF1,AFF3,0.769
AFF1,PBX1,0.852
AFF1,KMT2A,0.99
PPP1CB,WWTR1,0.908
PPP1CB,YAP1,0.912
LGALS9,CD8A,0.808
LGALS9,PTPRC,0.923
LGALS9,TIGIT,0.975
LGALS9,CTLA4,0.991
CPT1B,PPARA,0.724
TYMP,SCO2,0.743
IL4R,IFNA17,0.701
IL4R,CD8A,0.718
IL4R,IL17A,0.724
IL4R,IL5RA,0.763
IL4R,PTPN11,0.833
IL4R,IL19,0.834
IL4R,IL21,0.835
IL4R,TYK2,0.902
IL4R,IL6,0.937
IL4R,IL10,0.965
IL4R,JAK3,0.988
IL4R,JAK1,0.999
CXCL12,CD8A,0.701
CXCL12,PGF,0.711
CXCL12,AKT1,0.722
CXCL12,IL10,0.725
CXCL12,BCL2,0.727
CXCL12,PECAM1,0.745
CXCL12,TNF,0.75
CXCL12,IL6,0.811
CXCL12,HIF1A,0.824
CXCL12,PTPRC,0.827
CXCL12,ESR1,0.879
CXCL12,CXCR4,0.999
ITGB1,IL6,0.704
ITGB1,TNF,0.718
ITGB1,PRKCB,0.72
ITGB1,AKT1,0.728
ITGB1,LYN,0.754
ITGB1,MRTFA,0.792
ITGB1,CXCR4,0.819
ITGB1,PECAM1,0.828
ITGB1,IGF1R,0.836
ITGB1,PTPRC,0.913
ITGB1,PIK3CB,0.918
ITGB1,PIK3R1,0.951
ITGB1,ITGB3,0.987
ITGB1,ITGA4,0.999
PDE1C,ADCY7,0.722
PDE1C,GUCY1B1,0.765
PDE1C,ADCY3,0.8
PDE1C,PDE1A,0.96
TSPO,BCL2,0.736
MYH11,MYH6,0.772
MYH11,TPM3,0.795
MYH11,MYL3,0.861
MYH11,CBFB,0.978
ETV6,IDH1,0.709
ETV6,HRAS,0.714
ETV6,KMT2A,0.732
ETV6,PIK3R1,0.735
ETV6,TET2,0.794
ETV6,PBX1,0.796
CYP19A1,AKT1,0.748
CYP19A1,FSHR,0.831
CYP19A1,ESR1,0.927
CYP19A1,CYP3A4,0.95
CYP19A1,SRD5A2,0.961
CYP19A1,HSD3B2,0.979
THRB,PIK3CB,0.907
THRB,NCOR2,0.964
THRB,PIK3R1,0.966
THRB,RXRA,0.993
CSNK1E,WWTR1,0.904
CSNK1E,YAP1,0.909
ITGA4,PECAM1,0.746
ITGA4,TNF,0.754
ITGA4,PTPRC,0.765
ITGA4,CXCR4,0.767
ITGA4,CD8A,0.835
ITGA4,ITGB3,0.989
HRH1,TRPV1,0.827
NFE2L2,TNF,0.701
NFE2L2,CDKN2A,0.745
NFE2L2,HIF1A,0.75
NFE2L2,CDKN1A,0.75
NFE2L2,IL6,0.812
NFE2L2,BRCA1,0.813
NFE2L2,TXNRD1,0.84
NFE2L2,IDH1,0.849
NFE2L2,AKT1,0.923
NFE2L2,MYC,0.961
NCF4,CSF2RB,0.795
NCF4,PRKCB,0.926
NCF4,AKT1,0.993
MUC16,CTNNB1,0.778
MUC16,TTN,0.789
MUC16,MUC19,0.836
BCL2,CDKN2A,0.717
BCL2,IL10,0.718
BCL2,IKBKB,0.727
BCL2,FAS,0.728
BCL2,PECAM1,0.752
BCL2,CXCR4,0.759
BCL2,BRAF,0.761
BCL2,IGF1R,0.781
BCL2,CTNNB1,0.781
BCL2,MME,0.793
BCL2,BRCA1,0.8
BCL2,CDKN1A,0.82
BCL2,CD8A,0.831
BCL2,IL6,0.868
BCL2,TNF,0.885
BCL2,RAF1,0.892
BCL2,ESR1,0.897
BCL2,HRAS,0.938
BCL2,HIF1A,0.946
BCL2,MYC,0.955
BCL2,AKT1,0.993
CRHR1,HCRTR1,0.709
CRHR1,GCGR,0.711
CRHR1,OPRM1,0.733
TNFSF11,IL17A,0.744
TNFSF11,IL10,0.745
TNFSF11,AKT1,0.751
TNFSF11,IL6,0.81
TNFSF11,TNF,0.831
MAP3K1,BRCA1,0.77
MAP3K1,HRAS,0.945
MAP3K1,IKBKB,0.982
MAP3K1,MAP2K4,0.995
RUNX3,YAP1,0.708
RUNX3,CD8A,0.749
RUNX3,CDKN2A,0.789
RUNX3,MYC,0.837
RUNX3,CDKN1A,0.846
RUNX3,TCF7L2,0.899
RUNX3,ZFHX3,0.955
RUNX3,CTNNB1,0.977
RUNX3,CBFB,0.999
TUBA3C,TUBB8,0.761
FKBP1A,PPIA,0.706
FKBP1A,AKT1,0.734
FKBP1A,CALM1,0.75
FKBP1A,RYR3,0.911
FKBP1A,BMPR1B,0.927
FKBP1A,ACVR1,0.998
SUN1,SUN2,0.996
NCOR2,RARG,0.754
NCOR2,FOXP1,0.807
NCOR2,NR1H4,0.808
NCOR2,MYC,0.818
NCOR2,ESR1,0.993
NCOR2,HDAC2,0.993
NCOR2,PPARA,0.996
NCOR2,RXRA,0.996
CSF2RB,TYK2,0.714
CSF2RB,IFNA17,0.734
CSF2RB,JAK3,0.737
CSF2RB,IL6,0.769
CSF2RB,IL10,0.8
CSF2RB,PTPN11,0.867
CSF2RB,JAK1,0.9
CSF2RB,HRAS,0.901
CSF2RB,IL5RA,0.993
HCRTR1,HCRTR2,0.926
ADCY3,PDE1A,0.71
ADCY3,AKT1,0.723
ADCY3,PDE7A,0.754
ADCY3,PDE6B,0.754
SOS1,PIK3CB,0.707
SOS1,IGF1R,0.708
SOS1,LYN,0.739
SOS1,AKT1,0.765
SOS1,NTRK1,0.771
SOS1,RAF1,0.812
SOS1,LCK,0.818
SOS1,BRAF,0.9
SOS1,PIK3R1,0.927
SOS1,FGFR2,0.937
SOS1,FGFR1,0.987
SOS1,HRAS,0.999
SOS1,PTPN11,0.999
FSHR,ESR1,0.717
CDKN1A,CDKN1C,0.735
CDKN1A,ZFHX3,0.781
CDKN1A,BRCA1,0.809
CDKN1A,ESR1,0.842
CDKN1A,CDKN2A,0.966
CDKN1A,MYC,0.981
CDKN1A,AKT1,0.995
XPO1,YAP1,0.788
XPO1,CTNNB1,0.889
PPARA,AKT1,0.7
PPARA,TRPV1,0.718
PPARA,IL6,0.722
PPARA,HIF1A,0.761
PPARA,APOA5,0.785
PPARA,TNF,0.81
PPARA,LPL,0.836
PPARA,RXRA,0.999
PDE7A,ADCY7,0.792
IL6,LPL,0.707
IL6,PECAM1,0.709
IL6,MYC,0.73
IL6,IKBKB,0.736
IL6,GHR,0.749
IL6,IL5RA,0.762
IL6,PTPN11,0.79
IL6,ESR1,0.792
IL6,HIF1A,0.8
IL6,CTNNB1,0.813
IL6,IFNA17,0.814
IL6,CTLA4,0.815
IL6,TNFAIP3,0.831
IL6,PTPRC,0.86
IL6,AKT1,0.872
IL6,IL11RA,0.91
IL6,JAK3,0.914
IL6,CXCR4,0.921
IL6,CD8A,0.93
IL6,IL17A,0.98
IL6,TYK2,0.986
IL6,TNF,0.994
IL6,JAK1,0.996
IL6,IL1R1,0.997
IL6,IL10,0.997
MYH6,HIF1A,0.73
MYH6,MUTYH,0.744
MYH6,TPM3,0.744
MYH6,TBX20,0.786
MYH6,GATA4,0.83
MYH6,CSRP3,0.862
MYH6,TTN,0.926
MYH6,TNNT2,0.963
MYH6,MYBPC3,0.989
MYH6,MYL3,0.994
TBX20,GATA4,0.991
IL1R1,PIK3R1,0.722
IL1R1,IL17A,0.723
IL1R1,IL10,0.917
IL1R1,TNF,0.996
CD8A,IFNA17,0.72
CD8A,CTNNB1,0.737
CD8A,PECAM1,0.748
CD8A,MYC,0.756
CD8A,ITK,0.776
CD8A,ERVW-1,0.806
CD8A,AKT1,0.811
CD8A,FAS,0.841
CD8A,TIGIT,0.861
CD8A,PMEL,0.891
CD8A,CXCR4,0.903
CD8A,EOMES,0.92
CD8A,IL17A,0.936
CD8A,CTLA4,0.94
CD8A,IL10,0.958
CD8A,TNF,0.958
CD8A,PTPRC,0.969
CD8A,CD3G,0.989
CD8A,LCK,0.999
SETD2,H3C2,0.96
CXCR4,ESR1,0.702
CXCR4,AKT1,0.75
CXCR4,PECAM1,0.784
CXCR4,TNF,0.814
CXCR4,JAK3,0.914
CXCR4,HIF1A,0.915
CXCR4,PTPRC,0.933
CXCR4,ERVW-1,0.994
RARG,PBX1,0.731
RARG,RXRA,0.945
EOMES,TIGIT,0.713
EOMES,GATA4,0.755
EOMES,CTNNB1,0.884
IDH1,MYC,0.74
IDH1,CDKN2A,0.744
IDH1,FGFR2,0.762
IDH1,BRAF,0.799
IDH1,TET2,0.914
IDH1,ACLY,0.935
SCN10A,SCN4A,0.753
SCN10A,TRPV1,0.806
LACC1,CCDC122,0.949
MITF,BRAF,0.719
MITF,PMEL,0.773
MITF,CTNNB1,0.813
MITF,MC1R,0.847
CYLD,MALT1,0.724
CYLD,IKBKB,0.868
CYLD,TNF,0.985
CHD7,FGFR1,0.719
ATP2B1,TRPV4,0.711
DCAF1,TET2,0.833
DCAF1,SAMHD1,0.995
FGFR1,ADORA2A,0.718
FGFR1,PTPN11,0.794
FGFR1,PGF,0.819
FGFR1,FGFR2,0.853
FGFR1,PLCG2,0.92
FGFR1,PIK3CB,0.933
FGFR1,CTNNB1,0.947
FGFR1,HRAS,0.962
FGFR1,PIK3R1,0.992
OPRM1,TRPV1,0.718
DHFR,PAH,0.93
ITK,PTPRC,0.753
ITK,CTLA4,0.756
ITK,CD3G,0.908
ITK,LYN,0.916
ITK,LCK,0.917
ITK,PIK3CB,0.919
ITK,PIK3CG,0.938
ITK,PIK3R1,0.949
TNF,MYC,0.702
TNF,CTNNB1,0.715
TNF,PECAM1,0.728
TNF,FURIN,0.73
TNF,IRF5,0.735
TNF,TYK2,0.737
TNF,IFNA17,0.806
TNF,HIF1A,0.818
TNF,JAK1,0.828
TNF,PTPRC,0.833
TNF,CTLA4,0.873
TNF,AKT1,0.907
TNF,IL17A,0.958
TNF,IL10,0.992
TNF,FAS,0.997
TNF,IKBKB,0.999
TNF,TNFAIP3,0.999
AGTR1,AVPR2,0.796
AGTR1,BDKRB2,0.975
CHRM2,PIK3CG,0.708
CHRM2,GABRA2,0.812
EWSR1,ERG,0.754
EWSR1,DROSHA,0.866
EWSR1,FLI1,0.912
LDB3,MYBPC3,0.792
LDB3,TTN,0.818
LDB3,TAZ,0.819
LDB3,CSRP3,0.82
LDB3,TNNT2,0.882
RAF1,PTPN11,0.728
RAF1,MYC,0.755
RAF1,PRKCB,0.908
RAF1,PIK3CB,0.939
RAF1,PIK3R1,0.944
RAF1,AKT1,0.992
RAF1,HRAS,0.999
RAF1,BRAF,0.999
BMPR1B,ACVR1,0.995
PMEL,CTLA4,0.706
DDC,SLC18A2,0.967
DDC,AOC1,0.972
DDC,PAH,0.983
ACVR1,FBXW7,0.769
ESR1,HRAS,0.715
ESR1,NTRK1,0.72
ESR1,NR1H4,0.744
ESR1,BRAF,0.746
ESR1,FGFR2,0.774
ESR1,DROSHA,0.895
ESR1,HDAC2,0.903
ESR1,AKT1,0.913
ESR1,CALM1,0.941
ESR1,HIF1A,0.948
ESR1,CTNNB1,0.965
ESR1,MYC,0.982
ESR1,PIK3R1,0.994
ESR1,IGF1R,0.999
ESR1,BRCA1,0.999
PBX1,KMT2A,0.775
PBX1,FAM222A,0.78
PBX1,FOXP1,0.861
TRPV4,KCNN4,0.713
TRPV4,LYN,0.773
TRPV4,TRPV1,0.773
TRPV4,PRKCB,0.905
FAT1,CTNNB1,0.933
HRAS,YES1,0.714
HRAS,JAK3,0.729
HRAS,LYN,0.772
HRAS,LZTR1,0.861
HRAS,CTNNB1,0.865
HRAS,MYC,0.871
HRAS,AKT1,0.896
HRAS,PRKCB,0.919
HRAS,PTPN11,0.926
HRAS,IGF1R,0.949
HRAS,FGFR2,0.961
HRAS,PIK3CB,0.963
HRAS,CDKN2A,0.99
HRAS,PIK3R1,0.99
HRAS,PIK3CG,0.998
HRAS,BRAF,0.999
LAMP2,SNCA,0.712
LAMP2,HIF1A,0.73
FGFR2,PIK3CB,0.754
FGFR2,PGF,0.801
FGFR2,PTPN11,0.802
FGFR2,PLCG2,0.911
FGFR2,JAK1,0.913
FGFR2,PIK3R1,0.924
PDE1A,ADCY7,0.713
PDE1A,GUCY1B1,0.762
MAP2K4,AKT1,0.965
PTPRC,CTNNB1,0.735
PTPRC,FAS,0.738
PTPRC,CTLA4,0.746
PTPRC,JAK3,0.759
PTPRC,MME,0.775
PTPRC,IL17A,0.782
PTPRC,IL10,0.804
PTPRC,CD3G,0.857
PTPRC,PECAM1,0.912
PTPRC,LYN,0.981
PTPRC,LCK,0.999
TOP2A,CTNNB1,0.736
TOP2A,BRCA1,0.836
IFNA17,JAK3,0.71
IFNA17,IL10,0.722
IFNA17,TYK2,0.791
IFNA17,JAK1,0.864
IL5RA,TYK2,0.715
IL5RA,JAK3,0.725
IL5RA,IL10,0.762
IL5RA,JAK1,0.827
IL10,IL11RA,0.716
IL10,AKT1,0.731
IL10,TIGIT,0.74
IL10,HIF1A,0.751
IL10,IRF5,0.775
IL10,IL19,0.872
IL10,CTLA4,0.922
IL10,TYK2,0.958
IL10,JAK1,0.976
IL10,IL17A,0.98
CDKN1C,CDKN2A,0.86
CUL2,ARID1B,0.755
CUL2,HIF1A,0.999
ERG,CBFB,0.821
CBFB,KMT2A,0.743
CBFB,PRKCB,0.75
CBFB,CTLA4,0.788
CBFB,FLI1,0.835
SERPINA1,CFB,0.725
SERPINA1,ELANE,0.999
CFB,CFD,0.997
IRF5,IFIH1,0.78
IRF5,TNFAIP3,0.807
IRF5,TYK2,0.834
MME,LYN,0.744
VAMP2,CLTCL1,0.728
VAMP2,SLC18A2,0.892
VAMP2,SNCA,0.979
FHIT,CDKN2A,0.701
FHIT,CTNNB1,0.811
CDKN2A,TCF7L2,0.778
CDKN2A,MC1R,0.793
CDKN2A,BRCA1,0.832
CDKN2A,AKT1,0.866
CDKN2A,BRAF,0.892
CDKN2A,CTNNB1,0.93
CDKN2A,HIF1A,0.956
CDKN2A,MYC,0.998
BRCA1,CTNNB1,0.731
BRCA1,PIK3R1,0.766
BRCA1,RAD51B,0.922
BRCA1,POLD1,0.937
BRCA1,DROSHA,0.944
BRCA1,RAD51D,0.953
BRCA1,HDAC2,0.953
BRCA1,AKT1,0.993
BRCA1,MYC,0.999
BRAF,MYC,0.722
BRAF,MC1R,0.746
BRAF,CTLA4,0.773
BRAF,AKT1,0.783
BRAF,CTNNB1,0.795
BRAF,FBXW7,0.799
BRAF,PTPN11,0.862
BRAF,PRKCB,0.909
TIGIT,CTLA4,0.922
TIGIT,CD226,0.986
PIK3CG,PTPN11,0.755
PIK3CG,PLCG2,0.808
